device_id,field_id,temperature,humidity,ec_value,ph_value,collect_time,data_status,longitude,latitude,altitude
DEVICE_FIELD_001_001,FIELD_001,13.37,81.73,1.562,7.04,2026-01-14 18:50:41,0,116.396259,39.907698,50.53
DEVICE_FIELD_001_001,FIELD_001,12.26,81.41,1.531,7.06,2026-01-14 19:50:41,0,116.397753,39.909211,46.01
DEVICE_FIELD_001_001,FIELD_001,15.59,72.52,1.722,7.04,2026-01-14 20:50:41,0,116.394613,39.909483,47.63
DEVICE_FIELD_001_001,FIELD_001,18.65,70.26,1.641,7.08,2026-01-14 21:50:41,0,116.39895,39.908296,43.53
DEVICE_FIELD_001_001,FIELD_001,18.55,81.14,1.633,7.13,2026-01-14 22:50:41,0,116.397069,39.908684,53.91
DEVICE_FIELD_001_001,FIELD_001,22.22,80.66,1.806,7.04,2026-01-14 23:50:41,0,116.395541,39.909086,46.29
DEVICE_FIELD_001_001,FIELD_001,23.3,73.65,1.809,7.14,2026-01-15 00:50:41,0,116.39724,39.909111,52.92
DEVICE_FIELD_001_001,FIELD_001,22.63,73.41,1.546,7.19,2026-01-15 01:50:41,0,116.398732,39.909174,47.46
DEVICE_FIELD_001_001,FIELD_001,24.62,77.75,1.836,6.93,2026-01-15 02:50:41,0,116.396631,39.909421,49.77
DEVICE_FIELD_001_001,FIELD_001,28.79,65.43,1.654,7.02,2026-01-15 03:50:41,0,116.396875,39.907789,47.51
DEVICE_FIELD_001_001,FIELD_001,29.47,74.44,1.62,7.12,2026-01-15 04:50:41,0,116.396078,39.909049,53.86
DEVICE_FIELD_001_001,FIELD_001,29.51,59.12,1.549,6.84,2026-01-15 05:50:41,0,116.396868,39.908226,54.23
DEVICE_FIELD_001_001,FIELD_001,31.59,68.17,1.698,7.22,2026-01-15 06:50:41,0,116.398834,39.910844,46.15
DEVICE_FIELD_001_001,FIELD_001,20.56,59.49,0.658,6.59,2026-01-15 07:50:41,1,116.396035,39.907223,53.04
DEVICE_FIELD_001_001,FIELD_001,29.29,75.7,1.445,7.1,2026-01-15 08:50:41,0,116.396933,39.906598,46.21
DEVICE_FIELD_001_001,FIELD_001,29.16,79.09,1.729,7.08,2026-01-15 09:50:41,0,116.39818,39.909228,50.65
DEVICE_FIELD_001_001,FIELD_001,28.06,71.85,1.605,7.1,2026-01-15 10:50:41,0,116.397733,39.907566,55.36
DEVICE_FIELD_001_001,FIELD_001,18.95,66.15,2.586,6.59,2026-01-15 11:50:41,1,116.397754,39.909989,54.78
DEVICE_FIELD_001_001,FIELD_001,26.34,69.42,1.562,6.65,2026-01-15 12:50:41,0,116.396373,39.908806,58.78
DEVICE_FIELD_001_001,FIELD_001,18.6,75.82,1.81,6.96,2026-01-15 13:50:41,0,116.395806,39.91009,49.12
DEVICE_FIELD_001_001,FIELD_001,16.12,85.88,1.898,6.7,2026-01-15 14:50:41,0,116.395414,39.909911,49.09
DEVICE_FIELD_001_001,FIELD_001,18.35,75.44,1.705,7.25,2026-01-15 15:50:41,0,116.39719,39.91009,52.09
DEVICE_FIELD_001_001,FIELD_001,16.54,63.7,1.599,6.9,2026-01-15 16:50:41,0,116.39767,39.908847,52.96
DEVICE_FIELD_001_001,FIELD_001,15.28,67.38,3.073,7.24,2026-01-15 17:50:41,1,116.396578,39.909637,50.14
DEVICE_FIELD_001_001,FIELD_001,15.2,71.1,1.859,6.94,2026-01-15 18:50:41,0,116.396492,39.907797,53.97
DEVICE_FIELD_001_001,FIELD_001,17.1,78.76,1.492,6.97,2026-01-15 19:50:41,0,116.395826,39.909847,42.68
DEVICE_FIELD_001_001,FIELD_001,6.25,78.32,1.831,6.76,2026-01-15 20:50:41,1,116.396421,39.908592,54.74
DEVICE_FIELD_001_001,FIELD_001,18.85,70.22,1.538,6.93,2026-01-15 21:50:41,0,116.397119,39.908994,53.07
DEVICE_FIELD_001_001,FIELD_001,16.39,82.53,1.748,6.95,2026-01-15 22:50:41,0,116.39461,39.910987,58.38
DEVICE_FIELD_001_001,FIELD_001,19.25,72.67,1.5,6.88,2026-01-15 23:50:41,0,116.396819,39.907036,52.19
DEVICE_FIELD_001_001,FIELD_001,23.31,75.1,1.655,6.98,2026-01-16 00:50:41,0,116.396857,39.91058,42.54
DEVICE_FIELD_001_001,FIELD_001,24.86,65.95,1.69,6.79,2026-01-16 01:50:41,0,116.398606,39.909547,46.49
DEVICE_FIELD_001_001,FIELD_001,26.46,72.88,1.704,7.46,2026-01-16 02:50:41,0,116.397612,39.908207,45.93
DEVICE_FIELD_001_001,FIELD_001,31.65,75.82,1.619,7.25,2026-01-16 03:50:41,0,116.398161,39.910884,57.78
DEVICE_FIELD_001_001,FIELD_001,28.23,71.96,1.654,6.76,2026-01-16 04:50:41,0,116.396101,39.908347,43.46
DEVICE_FIELD_001_001,FIELD_001,31.92,67.92,1.517,6.43,2026-01-16 05:50:41,0,116.396408,39.908636,43.63
DEVICE_FIELD_001_001,FIELD_001,35.2,68.46,1.537,6.78,2026-01-16 06:50:41,0,116.397659,39.909952,51.49
DEVICE_FIELD_001_001,FIELD_001,28.99,70.89,1.615,6.97,2026-01-16 07:50:41,0,116.397041,39.909208,55.86
DEVICE_FIELD_001_001,FIELD_001,28.98,67.71,1.516,6.8,2026-01-16 08:50:41,0,116.39714,39.909036,54.63
DEVICE_FIELD_001_001,FIELD_001,25.43,82.06,1.744,6.89,2026-01-16 09:50:41,0,116.397787,39.908354,51.85
DEVICE_FIELD_001_001,FIELD_001,27.58,66.35,1.574,6.69,2026-01-16 10:50:41,0,116.396641,39.909406,52.89
DEVICE_FIELD_001_001,FIELD_001,23.36,76.06,1.527,7.11,2026-01-16 11:50:41,0,116.395077,39.90878,38.22
DEVICE_FIELD_001_001,FIELD_001,23.28,71.88,1.521,6.66,2026-01-16 12:50:41,0,116.398327,39.909573,45.78
DEVICE_FIELD_001_001,FIELD_001,22.74,71.95,1.621,7.28,2026-01-16 13:50:41,0,116.398077,39.909164,48.85
DEVICE_FIELD_001_001,FIELD_001,18.63,80.12,1.937,7.14,2026-01-16 14:50:41,0,116.397109,39.911103,57.38
DEVICE_FIELD_001_001,FIELD_001,18.03,77.09,1.615,7.23,2026-01-16 15:50:41,0,116.396596,39.908198,54.09
DEVICE_FIELD_001_001,FIELD_001,18.36,67.78,1.737,6.74,2026-01-16 16:50:41,0,116.397849,39.910032,42.01
DEVICE_FIELD_001_001,FIELD_001,11.71,72.92,1.619,7.25,2026-01-16 17:50:41,0,116.396938,39.909543,51.5
DEVICE_FIELD_001_001,FIELD_001,16.73,71.19,1.58,6.81,2026-01-16 18:50:41,0,116.396553,39.909477,49.91
DEVICE_FIELD_001_001,FIELD_001,15.25,77.18,1.818,6.91,2026-01-16 19:50:41,0,116.397603,39.90848,51.73
DEVICE_FIELD_001_001,FIELD_001,12.5,75.13,1.384,6.82,2026-01-16 20:50:41,0,116.398336,39.908892,50.29
DEVICE_FIELD_001_001,FIELD_001,16.8,111.28,1.328,6.39,2026-01-16 21:50:41,1,116.397733,39.910041,51.29
DEVICE_FIELD_001_001,FIELD_001,18.11,86.22,1.847,7.19,2026-01-16 22:50:41,0,116.397996,39.90866,48.74
DEVICE_FIELD_001_001,FIELD_001,20.34,74.82,1.612,6.56,2026-01-16 23:50:41,0,116.397716,39.909821,44.06
DEVICE_FIELD_001_001,FIELD_001,23.38,74.07,1.634,7.21,2026-01-17 00:50:41,0,116.396362,39.909333,54.24
DEVICE_FIELD_001_001,FIELD_001,25.3,78.26,1.584,6.59,2026-01-17 01:50:41,0,116.39686,39.910753,56.51
DEVICE_FIELD_001_001,FIELD_001,32.37,68.47,1.766,6.93,2026-01-17 02:50:41,0,116.396543,39.908898,57.09
DEVICE_FIELD_001_001,FIELD_001,25.66,77.67,1.587,7.07,2026-01-17 03:50:41,0,116.399594,39.908743,56.0
DEVICE_FIELD_001_001,FIELD_001,30.59,69.21,1.626,7.21,2026-01-17 04:50:41,0,116.396424,39.908845,57.17
DEVICE_FIELD_001_001,FIELD_001,30.34,65.41,1.388,6.86,2026-01-17 05:50:41,0,116.39802,39.9096,40.79
DEVICE_FIELD_001_001,FIELD_001,29.87,72.38,1.507,6.88,2026-01-17 06:50:41,0,116.397077,39.909471,48.12
DEVICE_FIELD_001_001,FIELD_001,26.21,76.1,1.604,6.63,2026-01-17 07:50:41,0,116.396517,39.908224,43.21
DEVICE_FIELD_001_001,FIELD_001,33.06,75.44,1.71,6.55,2026-01-17 08:50:41,0,116.398527,39.910649,41.13
DEVICE_FIELD_001_001,FIELD_001,27.22,70.09,1.692,6.79,2026-01-17 09:50:41,0,116.396995,39.909136,48.42
DEVICE_FIELD_001_001,FIELD_001,29.43,68.47,1.63,6.95,2026-01-17 10:50:41,0,116.395546,39.909542,51.2
DEVICE_FIELD_001_001,FIELD_001,22.87,67.5,1.585,6.9,2026-01-17 11:50:41,0,116.399051,39.908807,58.89
DEVICE_FIELD_001_001,FIELD_001,20.14,77.01,1.638,7.08,2026-01-17 12:50:41,0,116.398009,39.910379,52.3
DEVICE_FIELD_001_001,FIELD_001,17.68,79.61,1.532,6.61,2026-01-17 13:50:41,0,116.397678,39.910405,53.47
DEVICE_FIELD_001_001,FIELD_001,21.76,79.26,1.543,6.89,2026-01-17 14:50:41,0,116.39673,39.908036,48.16
DEVICE_FIELD_001_001,FIELD_001,15.07,81.48,1.811,7.27,2026-01-17 15:50:41,0,116.398524,39.909852,55.57
DEVICE_FIELD_001_001,FIELD_001,16.61,71.61,1.627,7.08,2026-01-17 16:50:41,0,116.398175,39.907563,48.35
DEVICE_FIELD_001_001,FIELD_001,13.22,83.52,1.748,7.28,2026-01-17 17:50:41,0,116.396338,39.910442,52.0
DEVICE_FIELD_001_001,FIELD_001,16.07,78.45,1.602,7.36,2026-01-17 18:50:41,0,116.395881,39.9101,43.01
DEVICE_FIELD_001_001,FIELD_001,13.4,86.3,1.831,6.74,2026-01-17 19:50:41,0,116.396145,39.908547,52.82
DEVICE_FIELD_001_001,FIELD_001,15.06,81.72,1.73,6.8,2026-01-17 20:50:41,0,116.398449,39.909173,51.85
DEVICE_FIELD_001_001,FIELD_001,16.13,71.36,1.622,6.89,2026-01-17 21:50:41,0,116.397502,39.909305,51.36
DEVICE_FIELD_001_001,FIELD_001,23.52,67.98,1.669,6.93,2026-01-17 22:50:41,0,116.397322,39.908774,55.28
DEVICE_FIELD_001_001,FIELD_001,18.72,74.37,1.582,6.77,2026-01-17 23:50:41,0,116.398621,39.90746,46.35
DEVICE_FIELD_001_001,FIELD_001,21.68,79.33,1.668,7.0,2026-01-18 00:50:41,0,116.396945,39.907971,59.56
DEVICE_FIELD_001_001,FIELD_001,24.05,68.77,1.603,6.98,2026-01-18 01:50:41,0,116.39679,39.909267,50.07
DEVICE_FIELD_001_001,FIELD_001,25.43,73.8,1.704,7.11,2026-01-18 02:50:41,0,116.397016,39.910176,53.07
DEVICE_FIELD_001_001,FIELD_001,25.52,68.92,1.532,6.75,2026-01-18 03:50:41,0,116.398117,39.908574,40.02
DEVICE_FIELD_001_001,FIELD_001,28.1,75.84,1.684,6.89,2026-01-18 04:50:41,0,116.398433,39.91075,53.71
DEVICE_FIELD_001_001,FIELD_001,21.88,102.59,1.732,7.21,2026-01-18 05:50:41,1,116.396799,39.909088,45.93
DEVICE_FIELD_001_001,FIELD_001,30.47,65.69,1.598,7.14,2026-01-18 06:50:41,0,116.396936,39.909128,51.51
DEVICE_FIELD_001_001,FIELD_001,32.07,61.72,1.332,6.94,2026-01-18 07:50:41,0,116.395965,39.906457,44.12
DEVICE_FIELD_001_001,FIELD_001,30.41,68.07,1.672,6.78,2026-01-18 08:50:41,0,116.396962,39.908168,53.31
DEVICE_FIELD_001_001,FIELD_001,28.95,68.69,1.628,7.05,2026-01-18 09:50:41,0,116.397753,39.909935,50.51
DEVICE_FIELD_001_001,FIELD_001,28.38,68.31,1.694,6.72,2026-01-18 10:50:41,0,116.398958,39.908298,59.48
DEVICE_FIELD_001_001,FIELD_001,24.95,74.18,1.553,7.18,2026-01-18 11:50:41,0,116.399083,39.908526,46.04
DEVICE_FIELD_001_001,FIELD_001,22.75,71.01,1.527,6.82,2026-01-18 12:50:41,0,116.397628,39.909782,52.61
DEVICE_FIELD_001_001,FIELD_001,20.17,66.76,1.66,6.76,2026-01-18 13:50:41,0,116.39618,39.90906,53.02
DEVICE_FIELD_001_001,FIELD_001,22.73,76.09,1.587,7.08,2026-01-18 14:50:41,0,116.396847,39.909361,46.44
DEVICE_FIELD_001_001,FIELD_001,14.46,77.67,1.593,6.68,2026-01-18 15:50:41,0,116.39775,39.910041,49.63
DEVICE_FIELD_001_001,FIELD_001,15.43,69.77,1.63,7.0,2026-01-18 16:50:41,0,116.399682,39.909623,44.28
DEVICE_FIELD_001_001,FIELD_001,15.5,82.07,1.693,7.23,2026-01-18 17:50:41,0,116.396714,39.908807,57.49
DEVICE_FIELD_001_001,FIELD_001,13.27,58.93,2.135,6.93,2026-01-18 18:50:41,1,116.397147,39.910861,42.98
DEVICE_FIELD_001_001,FIELD_001,16.55,74.15,1.561,6.96,2026-01-18 19:50:41,0,116.397154,39.910843,48.14
DEVICE_FIELD_001_001,FIELD_001,15.99,78.94,1.689,7.02,2026-01-18 20:50:41,0,116.395825,39.908839,49.68
DEVICE_FIELD_001_001,FIELD_001,16.27,78.01,1.788,6.86,2026-01-18 21:50:41,0,116.3972,39.910063,55.34
DEVICE_FIELD_001_001,FIELD_001,16.56,71.41,1.495,6.73,2026-01-18 22:50:41,0,116.398297,39.911172,48.85
DEVICE_FIELD_001_001,FIELD_001,23.57,71.95,1.567,7.18,2026-01-18 23:50:41,0,116.397694,39.908459,51.72
DEVICE_FIELD_001_001,FIELD_001,23.53,69.02,1.551,6.55,2026-01-19 00:50:41,0,116.397891,39.909814,51.85
DEVICE_FIELD_001_001,FIELD_001,27.78,70.88,1.603,6.85,2026-01-19 01:50:41,0,116.398227,39.910893,51.32
DEVICE_FIELD_001_001,FIELD_001,24.66,74.31,1.559,6.65,2026-01-19 02:50:41,0,116.396834,39.909901,50.17
DEVICE_FIELD_001_001,FIELD_001,31.18,68.2,1.426,6.9,2026-01-19 03:50:41,0,116.398449,39.908921,51.29
DEVICE_FIELD_001_001,FIELD_001,30.14,72.15,1.717,7.11,2026-01-19 04:50:41,0,116.396437,39.907034,47.87
DEVICE_FIELD_001_001,FIELD_001,22.26,87.47,2.102,6.91,2026-01-19 05:50:41,1,116.397252,39.910132,47.41
DEVICE_FIELD_001_001,FIELD_001,32.64,75.51,1.582,7.05,2026-01-19 06:50:41,0,116.395284,39.909341,46.12
DEVICE_FIELD_001_001,FIELD_001,30.57,73.15,1.444,7.17,2026-01-19 07:50:41,0,116.39792,39.909723,57.51
DEVICE_FIELD_001_001,FIELD_001,27.54,68.37,1.606,6.9,2026-01-19 08:50:41,0,116.396998,39.909978,41.26
DEVICE_FIELD_001_001,FIELD_001,27.2,75.77,1.618,6.83,2026-01-19 09:50:41,0,116.39576,39.910255,41.6
DEVICE_FIELD_001_001,FIELD_001,28.47,66.5,1.52,7.14,2026-01-19 10:50:41,0,116.398345,39.907503,50.8
DEVICE_FIELD_001_001,FIELD_001,24.74,69.47,1.589,7.34,2026-01-19 11:50:41,0,116.398307,39.908584,51.59
DEVICE_FIELD_001_001,FIELD_001,24.05,62.64,1.469,6.63,2026-01-19 12:50:41,0,116.397717,39.91003,46.29
DEVICE_FIELD_001_001,FIELD_001,19.59,75.85,1.595,6.8,2026-01-19 13:50:41,0,116.39846,39.908341,46.73
DEVICE_FIELD_001_001,FIELD_001,9.99,65.05,2.243,6.66,2026-01-19 14:50:41,1,116.397749,39.908996,48.52
DEVICE_FIELD_001_001,FIELD_001,12.69,73.24,1.416,6.78,2026-01-19 15:50:41,0,116.397417,39.910058,48.47
DEVICE_FIELD_002_001,FIELD_002,15.96,72.03,1.57,7.24,2026-01-12 16:50:41,0,116.396889,39.909869,56.93
DEVICE_FIELD_002_001,FIELD_002,13.86,74.68,1.595,6.94,2026-01-12 17:50:41,0,116.398847,39.908146,46.47
DEVICE_FIELD_002_001,FIELD_002,17.26,75.96,1.516,7.04,2026-01-12 18:50:41,0,116.396768,39.909457,49.9
DEVICE_FIELD_002_001,FIELD_002,14.14,68.55,1.599,7.01,2026-01-12 19:50:41,0,116.396499,39.90917,51.71
DEVICE_FIELD_002_001,FIELD_002,14.38,72.56,1.647,6.93,2026-01-12 20:50:41,0,116.396866,39.908355,47.5
DEVICE_FIELD_002_001,FIELD_002,21.34,83.59,1.807,6.76,2026-01-12 21:50:41,0,116.398301,39.910389,48.79
DEVICE_FIELD_002_001,FIELD_002,11.24,82.88,1.84,7.06,2026-01-12 22:50:41,0,116.396123,39.910632,43.08
DEVICE_FIELD_002_001,FIELD_002,21.05,77.21,1.753,6.88,2026-01-12 23:50:41,0,116.400077,39.909923,46.13
DEVICE_FIELD_002_001,FIELD_002,20.98,74.14,1.607,7.2,2026-01-13 00:50:41,0,116.397516,39.90834,42.23
DEVICE_FIELD_002_001,FIELD_002,22.77,57.12,2.555,6.73,2026-01-13 01:50:41,1,116.397359,39.908287,48.38
DEVICE_FIELD_002_001,FIELD_002,28.8,63.71,1.507,7.1,2026-01-13 02:50:41,0,116.396954,39.909848,46.33
DEVICE_FIELD_002_001,FIELD_002,29.28,77.82,1.762,7.34,2026-01-13 03:50:41,0,116.396979,39.908419,49.46
DEVICE_FIELD_002_001,FIELD_002,30.89,73.62,1.708,6.91,2026-01-13 04:50:41,0,116.396276,39.90984,47.57
DEVICE_FIELD_002_001,FIELD_002,28.56,73.41,1.528,6.92,2026-01-13 05:50:41,0,116.399525,39.908932,42.48
DEVICE_FIELD_002_001,FIELD_002,32.28,63.17,1.589,6.89,2026-01-13 06:50:41,0,116.396853,39.908453,46.76
DEVICE_FIELD_002_001,FIELD_002,27.92,78.49,1.672,6.96,2026-01-13 07:50:41,0,116.396618,39.909559,47.72
DEVICE_FIELD_002_001,FIELD_002,33.59,66.72,1.617,7.56,2026-01-13 08:50:41,0,116.397499,39.908967,55.06
DEVICE_FIELD_002_001,FIELD_002,26.27,68.36,1.558,7.17,2026-01-13 09:50:41,0,116.397136,39.908838,46.98
DEVICE_FIELD_002_001,FIELD_002,30.3,72.07,1.442,7.25,2026-01-13 10:50:41,0,116.397784,39.909367,49.55
DEVICE_FIELD_002_001,FIELD_002,24.09,73.39,1.71,7.04,2026-01-13 11:50:41,0,116.39774,39.909102,46.94
DEVICE_FIELD_002_001,FIELD_002,24.01,73.06,1.704,7.29,2026-01-13 12:50:41,0,116.398336,39.908036,45.14
DEVICE_FIELD_002_001,FIELD_002,19.17,72.25,1.513,6.92,2026-01-13 13:50:41,0,116.397707,39.909865,58.14
DEVICE_FIELD_002_001,FIELD_002,17.14,74.59,1.682,7.2,2026-01-13 14:50:41,0,116.395669,39.909712,51.32
DEVICE_FIELD_002_001,FIELD_002,17.45,70.94,1.633,6.59,2026-01-13 15:50:41,0,116.397184,39.910464,49.66
DEVICE_FIELD_002_001,FIELD_002,13.2,74.7,1.538,7.13,2026-01-13 16:50:41,0,116.397474,39.909222,59.68
DEVICE_FIELD_002_001,FIELD_002,3.37,83.05,1.052,7.42,2026-01-13 17:50:41,1,116.397938,39.908763,39.06
DEVICE_FIELD_002_001,FIELD_002,19.09,75.38,1.567,6.94,2026-01-13 18:50:41,0,116.399303,39.907942,50.68
DEVICE_FIELD_002_001,FIELD_002,11.26,74.97,1.573,7.14,2026-01-13 19:50:41,0,116.396818,39.909744,56.35
DEVICE_FIELD_002_001,FIELD_002,17.13,74.78,1.582,7.3,2026-01-13 20:50:41,0,116.396664,39.908847,47.64
DEVICE_FIELD_002_001,FIELD_002,16.83,75.89,1.582,7.3,2026-01-13 21:50:41,0,116.398106,39.908056,52.69
DEVICE_FIELD_002_001,FIELD_002,19.48,74.27,1.653,6.93,2026-01-13 22:50:41,0,116.397685,39.909831,49.25
DEVICE_FIELD_002_001,FIELD_002,23.09,64.01,1.436,7.26,2026-01-13 23:50:41,0,116.397635,39.911176,44.92
DEVICE_FIELD_002_001,FIELD_002,22.2,73.14,1.553,7.08,2026-01-14 00:50:41,0,116.39762,39.908979,60.66
DEVICE_FIELD_002_001,FIELD_002,43.89,76.02,1.638,7.29,2026-01-14 01:50:41,1,116.396009,39.908862,50.04
DEVICE_FIELD_002_001,FIELD_002,24.78,72.39,1.701,7.47,2026-01-14 02:50:41,0,116.398273,39.911209,42.85
DEVICE_FIELD_002_001,FIELD_002,28.7,70.22,1.483,7.08,2026-01-14 03:50:41,0,116.396706,39.908557,57.64
DEVICE_FIELD_002_001,FIELD_002,28.67,64.14,1.611,6.67,2026-01-14 04:50:41,0,116.396723,39.909078,50.56
DEVICE_FIELD_002_001,FIELD_002,33.64,76.77,1.7,7.37,2026-01-14 05:50:41,0,116.397083,39.908904,42.99
DEVICE_FIELD_002_001,FIELD_002,27.12,78.78,1.752,7.16,2026-01-14 06:50:41,0,116.39785,39.910014,50.39
